Address,Area,Year,Number Of Room,Price,Price per meter,Floor,Elevator,Parking,Warehouse
سازمان آب,112,1400,2,1625000000,14509000,8,1,1,1
نیاوران,148,1396,3,10000000000,67568000,1,1,1,1
هروی,120,1380,3,5800000000,48333000,1,1,1,1
زعفرانیه,185,1400,3,28500000000,154054000,3,1,1,1
نیاوران,149,1395,2,12600000000,84564000,1,1,1,1
مهرآباد جنوبی,40,1380,2,750000000,18750000,1,0,1,0
ونک,87,1385,2,3700000000,42529000,1,1,0,1
پونک,99,1392,2,3720000000,37576000,1,1,1,1
دریاچه شهدای خلیج فارس,100,1400,2,1040000000,10400000,21,1,1,1
سنایی,110,1398,2,5500000000,50000000,4,1,1,1
اوقاف,84,1400,2,3300000000,39286000,3,1,1,1
شهر قدس,50,1394,1,400000000,8000000,2,1,0,1
شهرک راه‌آهن,102,1390,2,2500000000,24510000,1,0,1,1
زعفرانیه,250,1400,3,33000000000,132000000,5,1,1,1
شهریار,75,1394,2,640000000,8533000,2,1,1,1
کوی فردوس,65,1385,2,2300000000,35385000,2,1,1,1
پاسداران,110,1393,2,7400000000,67273000,4,1,1,1
خواجه نصیر طوسی,55,1386,1,1650000000,30000000,1,0,1,1
پیروزی,71,1386,1,1700000000,23944000,1,1,0,1
شهر زیبا,85,1375,2,1850000000,21765000,4,0,1,1
الهیه,192,1388,3,15400000000,80208000,4,1,1,1
افسریه,72,1398,2,1860000000,25833000,1,1,1,1
دولت‌آباد,72,1400,2,1656000000,23000000,3,1,1,1
جنت‌آباد جنوبی,105,1390,2,4100000000,39048000,14,1,1,1
جنت‌آباد جنوبی,93,1394,2,4600000000,49462000,3,1,1,1
اقدسیه,77,1388,2,3100000000,40260000,2,1,1,1
تهران‌نو,56,1384,1,1450000000,25893000,4,1,0,1
شادمهر,50,1383,1,1600000000,32000000,1,0,0,0
سعادت‌آباد,140,1387,3,8000000000,57143000,3,1,1,1
سلسبیل,56,1381,1,1075000000,19196000,2,0,0,0
چیتگر,90,1400,2,1315000000,14611000,11,1,1,1
پردیس,86,1397,2,1313000000,15267000,4,1,1,1
دولت‌آباد,50,1385,1,550000000,11000000,8,1,0,0
ایرانشهر,113,1399,2,5085000000,45000000,1,1,1,1
نیلوفر,120,1370,2,5400000000,45000000,3,0,1,1
دهکده المپیک,96,1400,2,1000000000,10417000,15,1,1,1
هروی,50,1390,1,3000000000,60000000,1,1,1,1
جردن,180,1380,3,10000000000,55556000,9,1,1,1
پونک,65,1398,1,2980000000,45846000,2,1,1,1
افسریه,47,1382,1,980000000,20851000,1,0,1,1
شهر زیبا,81,1390,2,2800000000,34568000,4,1,1,0
پاسداران,66,1382,1,2700000000,40909000,1,0,0,1
افسریه,71,1400,2,1840000000,25915000,1,1,1,0
امامزاده حسن(ع),117,1398,2,2164500000,18500000,1,1,1,1
ظفر,142,1385,3,7100000000,50000000,1,1,1,1
پردیس,86,1393,2,990000000,11512000,7,1,1,1
تهران‌سر,63,1380,2,1420000000,22540000,4,0,0,0
فلاح,40,1388,1,550000000,13750000,2,0,0,1
پونک,60,1400,1,3360000000,56000000,5,1,1,1
استاد معین,72,1397,2,1650000000,22917000,3,1,1,1
سعادت‌آباد,270,1391,4,22500000000,83333000,5,1,1,1
لشکر,45,1393,1,930000000,20667000,4,0,0,1
پاکدشت,80,1394,2,520000000,6500000,1,0,0,1
پردیس,105,1400,2,880000000,8381000,1,1,1,1
نیرو هوایی,60,1385,1,1550000000,25833000,4,1,0,1
منیریه,51,1386,1,1170000000,22941000,5,1,1,1
شهریار,50,1391,1,680000000,13600000,1,1,1,1
پردیس,98,1400,2,750000000,7653000,2,1,1,1
پردیس,86,1400,2,785000000,9128000,8,1,1,1
جنت‌آباد جنوبی,95,1385,2,3250000000,34211000,2,1,1,1
سعادت‌آباد,190,1399,3,18500000000,97368000,3,1,1,1
پونک,50,1387,2,2350000000,47000000,1,1,1,1
بریانک,66,1389,2,1030000000,15606000,4,1,1,1
ستارخان,126,1384,3,4680000000,37143000,1,1,1,1
کوی فردوس,148,1400,3,8500000000,57432000,1,1,1,1
ستارخان,65,1382,1,2300000000,35385000,3,0,1,1
شهرک غرب,86,1385,2,4500000000,52326000,2,1,1,1
چیتگر,50,1400,0,335000000,6700000,0,1,1,1
کوی فردوس,101,1381,3,2690000000,26634000,0,0,0,1
پردیس,85,1400,2,650000000,7647000,2,1,1,1
شهر قدس,45,1380,1,310000000,6889000,1,0,0,0
جنت‌آباد شمالی,118,1393,3,5000000000,42373000,2,1,1,1
جنت‌آباد مرکزی,110,1399,2,5100000000,46364000,4,1,1,1
سعادت‌آباد,110,1385,2,7100000000,64545000,5,1,1,1
سازمان برنامه,115,1397,2,5900000000,51304000,4,1,1,1
گیشا (کوی نصر),178,1380,3,8100000000,45506000,1,0,1,1
سلسبیل,47,1382,1,950000000,20213000,1,0,1,1
هاشمی,52,1394,1,1300000000,25000000,2,1,1,0
جماران,80,1392,2,5000000000,62500000,1,1,1,1
امیرآباد,138,1385,3,6000000000,43478000,2,0,1,1
آهنگ,61,1395,1,1360000000,22295000,7,1,0,1
سهروردی,145,1400,3,7100000000,48966000,2,1,1,1
شهریار,95,1395,2,820000000,8632000,4,1,1,1
شهرک غرب,137,1388,3,7800000000,56934000,1,1,1,1
سعادت‌آباد,270,1385,4,22500000000,83333000,6,1,1,1
صادقیه,93,1380,2,2600000000,27957000,5,1,0,1
تهرانپارس غربی,125,1389,3,4250000000,34000000,3,1,1,1
سرو آزاد,93,1400,1,2300000000,24731000,22,1,1,1
شاهین,105,1394,2,4570000000,43524000,5,1,1,1
پاسداران,140,1400,1,11060000000,79000000,3,1,0,0
مسعودیه,53,1381,1,850000000,16038000,1,0,0,1
چیتگر,151,1400,3,1550000000,10265000,10,1,1,1
دریاچه شهدای خلیج فارس,79,1399,2,2540000000,32152000,9,1,1,1
پاسداران,120,1385,2,8050000000,67083000,3,1,1,1
اقدسیه,110,1390,2,4990000000,45364000,3,1,1,1
شهر قدس,57,1394,1,480000000,8421000,2,1,1,1
اوقاف,80,1382,2,1850000000,23125000,2,0,0,1
سعادت‌آباد,80,1385,2,4900000000,61250000,6,1,1,1
سلسبیل,44,1375,1,1050000000,23864000,1,0,1,1
طرشت,135,1400,3,5000000000,37037000,1,1,1,1
تهرانپارس شرقی,60,1392,1,1320000000,22000000,3,0,1,1
دهکده المپیک,133,1400,3,6000000000,45113000,6,1,1,1
طرشت,130,1387,3,4420000000,34000000,1,0,1,1
پیروزی,110,1400,2,2650000000,24091000,2,1,1,0
شهر ری - علائین,60,1385,2,700000000,11667000,1,1,0,0
فلاح,52,1396,1,759000000,14596000,3,1,0,1
شهرک ولیعصر,64,1385,1,900000000,14062000,4,0,1,1
قرچک,130,1395,3,1690000000,13000000,1,1,1,1
افسریه,70,1377,2,1300000000,18571000,3,0,0,1
سنگلج,65,1391,2,1495000000,23000000,2,1,1,1
تهرانپارس غربی,100,1385,2,3000000000,30000000,3,0,1,1
جی,56,1395,1,1000000000,17857000,2,1,1,1
ستارخان,174,1382,3,6612000000,38000000,5,1,1,1
پردیس,123,1393,2,2090000000,16992000,6,1,1,1
سعادت‌آباد,189,1388,3,17000000000,89947000,1,1,1,1
سعادت‌آباد,130,1400,2,9100000000,70000000,1,1,1,1
اندیشه,48,1395,1,730000000,15208000,3,0,1,1
قیطریه,115,1391,2,8200000000,71304000,4,1,1,1
آجودانیه,100,1398,2,10800000000,108000000,5,1,1,1
سازمان برنامه,122,1385,3,4595000000,37664000,1,0,1,1
باغ فیض,71,1386,2,2800000000,39437000,2,1,1,1
جردن,166,1389,3,11220000000,67590000,2,1,1,1
کوی فردوس,55,1395,1,1900000000,34545000,3,1,1,1
پرند,81,1397,2,420000000,5185000,5,1,0,1
جمال‌زاده,57,1385,1,1700000000,29825000,2,1,1,1
پردیس,87,1398,2,970000000,11149000,9,1,1,1
دیلمان,63,1394,1,1050000000,16667000,2,0,1,1
تهرانپارس غربی,100,1384,2,3050000000,30500000,2,1,1,1
جنت‌آباد مرکزی,80,1398,2,30400000000,380000000,4,1,1,1
سعادت‌آباد,110,1386,2,7000000000,63636000,5,1,1,1
شهرک ولیعصر,64,1385,1,960000000,15000000,4,0,1,1
نارمک,60,1384,1,1600000000,26667000,2,1,0,1
شهرک غرب,114,1400,2,9500000000,83333000,1,1,1,1
پونک,70,1394,2,2880000000,41143000,1,1,1,1
میرداماد,115,1398,2,7000000000,60870000,3,1,1,1
دریاچه شهدای خلیج فارس,98,1400,2,2840000000,28980000,9,1,1,1
تهرانپارس غربی,63,1380,1,1650000000,26190000,2,0,1,1
شهرک غرب,83,1383,2,5500000000,66265000,1,0,1,1
نارمک جنوبی,125,1393,3,4300000000,34400000,2,1,1,1
سهروردی,83,1397,2,4100000000,49398000,4,1,1,1
پاکدشت,88,1393,2,420000000,4773000,3,0,0,1
فرمانیه,90,1385,2,6800000000,75556000,5,1,1,1
عباس‌آباد,108,1398,2,5400000000,50000000,4,1,1,1
شهرک پرواز,50,1383,1,1800000000,36000000,2,1,1,1
تهران‌نو,92,1387,2,2600000000,28261000,2,0,1,1
صد دستگاه,130,1400,3,4000000000,30769000,2,1,1,1
پاسداران,207,1390,3,14500000000,70048000,1,1,1,1
اندیشه,50,1397,1,495000000,9900000,1,0,1,1
جنت‌آباد جنوبی,171,1391,3,6900000000,40351000,5,1,1,1
آذربایجان,41,1395,1,1100000000,26829000,1,1,0,0
شادآباد,69,1396,2,1080000000,15652000,5,1,1,0
پاسداران,110,1397,2,6200000000,56364000,4,1,1,1
آذری,45,1400,1,820000000,18222000,1,1,0,0
ظفر,154,1384,3,5800000000,37662000,3,0,0,1
پیروزی,60,1390,2,1300000000,21667000,1,0,1,1
ایوانک,115,1383,2,8500000000,73913000,1,0,1,1
نیرو هوایی,59,1385,1,1534000000,26000000,4,1,0,1
پونک,135,1400,3,6500000000,48148000,3,1,1,1
مرزداران,160,1400,3,8850000000,55312000,5,1,1,1
نیاوران,166,1395,3,14100000000,84940000,5,1,1,1
کوی مهران,104,1386,2,4368000000,42000000,0,0,1,1
ونک,154,1397,3,14000000000,90909000,3,1,1,1
پاکدشت,68,1392,1,290000000,4265000,1,0,0,0
خلیج فارس,63,1396,1,1080000000,17143000,1,1,1,1
دروس,250,1400,3,25000000000,100000000,3,1,1,1
پردیس,86,1400,2,870000000,10116000,5,1,1,1
یوسف‌آباد,110,1393,2,5700000000,51818000,2,1,1,1
چیتگر,90,1400,2,1315000000,14611000,9,1,1,1
استاد معین,70,1399,2,1930000000,27571000,1,1,1,1
فرمانیه,230,1397,3,16200000000,70435000,4,1,1,1
جنت‌آباد جنوبی,55,1387,1,2200000000,40000000,5,1,1,1
اتابک,105,1400,2,1680000000,16000000,1,1,1,0
پردیس,87,1400,2,700000000,8046000,6,1,1,1
بهجت‌آباد,94,1396,2,3950000000,42021000,1,1,1,1
پونک,135,1400,3,10000000000,74074000,3,1,1,1
نیاوران,140,1398,3,9300000000,66429000,3,1,1,1
سعادت‌آباد,107,1387,2,7490000000,70000000,4,1,1,1
پونک,100,1393,2,4300000000,43000000,1,1,1,1
جمال‌زاده,55,1377,1,1250000000,22727000,-1,0,0,1
فاطمی,142,1392,3,6300000000,44366000,5,1,1,1
سعادت‌آباد,135,1386,3,7300000000,54074000,2,1,1,1
سلسبیل,50,1395,1,1240000000,24800000,1,1,0,1
شمس‌آباد,90,1395,2,4300000000,47778000,5,1,1,1
یوسف‌آباد,106,1395,2,5600000000,52830000,3,1,1,1
قیطریه,100,1399,2,8300000000,83000000,3,1,1,1
پونک,96,1395,2,4400000000,45833000,5,1,1,1
هفت حوض,75,1370,2,3100000000,41333000,1,0,0,1
نظام‌آباد,52,1390,1,1060000000,20385000,1,1,0,1
فلاح,42,1392,1,630000000,15000000,2,0,0,1
پونک,138,1395,3,6000000000,43478000,1,1,1,1
جی,68,1393,2,1330000000,19559000,2,1,1,1
الهیه,200,1385,3,15500000000,77500000,3,1,1,1
اندیشه,54,1392,2,420000000,7778000,3,0,1,1
سنگلج,56,1396,1,1500000000,26786000,2,1,0,1
سازمان برنامه,60,1387,1,2300000000,38333000,5,1,1,1
شهرک غرب,91,1380,2,4000000000,43956000,3,0,1,1
پیروزی,61,1381,1,1600000000,26230000,5,1,1,1
فاطمی,100,1386,2,4200000000,42000000,2,1,1,1
امیرآباد,87,1395,2,4959000000,57000000,5,1,1,1
سهروردی,140,1400,3,6800000000,48571000,1,1,1,1
کوهک,139,1400,3,6255000000,45000000,4,1,1,1
بریانک,72,1393,2,1290000000,17917000,2,1,1,1
کوی فردوس,60,1385,1,1880000000,31333000,2,1,1,1
سازمان برنامه,85,1390,2,3450000000,40588000,3,1,1,1
دریاچه شهدای خلیج فارس,110,1400,2,2650000000,24091000,20,1,1,1
جنت‌آباد جنوبی,60,1380,2,1800000000,30000000,3,0,1,1
مرزداران,91,1385,2,4200000000,46154000,5,1,1,1
جلفا,60,1400,1,2600000000,43333000,4,0,1,0
سبلان,43,1393,1,915000000,21279000,2,0,0,1
کوی فردوس,55,1386,1,2050000000,37273000,3,1,1,1
پونک,135,1397,3,7400000000,54815000,1,1,1,1
شمس‌آباد,90,1395,2,4350000000,48333000,5,1,1,1
پونک,75,1385,2,2750000000,36667000,3,1,1,1
مرزداران,66,1395,2,3550000000,53788000,1,1,1,1
نیاوران,166,1395,3,22900000000,137952000,6,1,1,1
سنایی,143,1370,2,5700000000,39860000,4,1,1,1
پرند,62,1397,1,355000000,5726000,2,1,0,0
سعادت‌آباد,110,1385,2,6800000000,61818000,3,1,1,1
جنت‌آباد مرکزی,71,1399,1,3450000000,48592000,3,1,1,1
زعفرانیه,160,1385,3,11600000000,72500000,3,1,1,1
شهران جنوبی,85,1399,2,3100000000,36471000,4,1,1,1
نظام‌آباد,100,1400,2,2400000000,24000000,6,1,1,1
سبلان,53,1388,1,1190000000,22453000,3,0,0,1
آجودانیه,175,1399,3,22500000000,128571000,6,1,1,1
شهر زیبا,105,1381,2,3700000000,35238000,3,0,1,1
کوی فردوس,60,1386,2,1650000000,27500000,4,0,0,0
بریانک,61,1385,1,900000000,14754000,2,0,0,1
دریاچه شهدای خلیج فارس,125,1396,2,4000000000,32000000,15,1,1,1
پونک,88,1400,2,5544000000,63000000,3,1,1,1
پردیس,86,1399,2,1200000000,13953000,2,1,1,1
پردیس,86,1396,2,1000000000,11628000,8,1,1,1
کامرانیه,195,1397,3,21500000000,110256000,4,1,1,1
وصفنارد,48,1386,1,780000000,16250000,2,1,1,0
پونک,141,1390,3,7600000000,53901000,3,1,1,1
اوقاف,95,1394,2,3300000000,34737000,2,1,1,1
جوادیه,48,1380,1,600000000,12500000,3,0,0,0
فرمانیه,100,1398,2,8200000000,82000000,2,1,1,1
ولنجک,95,1396,2,9500000000,100000000,11,1,1,1
دکتر هوشیار,70,1392,1,1450000000,20714000,4,1,1,0
یوسف‌آباد,77,1397,2,4300000000,55844000,1,1,1,1
رودهن,76,1393,2,750000000,9868000,2,0,0,1
اباذر,80,1386,2,2280000000,28500000,3,0,1,1
شمس‌آباد,105,1394,2,4500000000,42857000,2,1,1,1
نواب,52,1392,1,930000000,17885000,2,1,1,0
یوسف‌آباد,115,1400,2,6800000000,59130000,3,1,1,1
ظفر,177,1385,3,9100000000,51412000,5,1,1,1
نظام‌آباد,34,1392,1,820000000,24118000,1,0,0,1
منیریه,90,1384,2,2500000000,27778000,0,0,1,1
قرچک,65,1399,2,460000000,7077000,6,1,1,0
پونک,60,1387,2,2320000000,38667000,3,1,1,1
بهجت‌آباد,68,1397,2,3000000000,44118000,1,1,1,1
کوی فردوس,56,1385,1,2170000000,38750000,2,1,1,1
دولاب,66,1373,2,1000000000,15152000,3,0,0,0
پونک,112,1394,3,5190000000,46339000,3,1,1,1
پرند,78,1400,2,270000000,3462000,3,1,0,0
پردیس,85,1400,2,595000000,7000000,4,1,1,1
شهر زیبا,119,1399,2,5200000000,43697000,4,1,1,1
کوی فردوس,61,1385,1,2300000000,37705000,2,1,1,1
شهرک پرواز,130,1395,3,6000000000,46154000,3,1,1,1
نیاوران,160,1400,3,20800000000,130000000,0,1,1,1
زعفرانیه,142,1370,3,9000000000,63380000,1,1,0,1
جنت‌آباد جنوبی,71,1383,2,2490000000,35070000,1,0,1,1
مرزداران,175,1393,3,11250000000,64286000,2,1,1,1
پردیس,105,1400,2,820000000,7810000,3,1,1,1
سازمان برنامه,65,1393,1,2650000000,40769000,1,1,1,1
پاسداران,110,1390,2,7590000000,69000000,2,1,1,1
فرمانیه,125,1385,2,5600000000,44800000,4,1,1,1
یوسف‌آباد,158,1396,3,12125000000,76741000,5,1,1,1
وردآورد,120,1400,2,2040000000,17000000,5,1,1,1
نارمک,49,1385,1,1380000000,28163000,3,0,0,1
قبا,72,1394,2,4600000000,63889000,3,1,0,1
یوسف‌آباد,200,1392,3,13000000000,65000000,4,1,1,1
نارمک,90,1395,2,3870000000,43000000,3,1,1,1
چیتگر,68,1398,1,2500000000,36765000,9,1,1,1
جیحون,66,1370,3,1060000000,16061000,1,0,0,1
نارمک,63,1394,1,1800000000,28571000,3,1,1,1
نارمک,52,1390,1,1420000000,27308000,3,1,0,1
نارمک جنوبی,55,1392,1,1650000000,30000000,4,1,1,1
پردیس,85,1400,2,570000000,6706000,0,1,1,1
پرند,78,1400,2,360000000,4615000,4,1,1,0
ظفر,149,1398,3,8940000000,60000000,1,1,1,1
دریاچه شهدای خلیج فارس,80,1398,2,2540000000,31750000,9,1,1,1
شهرک ژاندارمری,97,1392,2,5800000000,59794000,5,1,1,1
سنگلج,36,1385,1,700000000,19444000,2,0,0,1
اباذر,75,1385,2,2850000000,38000000,1,1,1,1
پردیس,100,1400,2,720000000,7200000,4,1,1,1
چیتگر,60,1400,1,875000000,14583000,7,1,1,1
تهرانپارس غربی,82,1387,2,2600000000,31707000,4,1,1,1
سهروردی,110,1399,2,9350000000,85000000,4,1,1,1
سعادت‌آباد,120,1388,2,7000000000,58333000,5,1,1,1
سلسبیل,66,1395,2,1725000000,26136000,4,1,1,1
گرگان,65,1381,1,1295000000,19923000,3,1,1,1
دولاب,62,1395,2,1100000000,17742000,2,1,1,0
کوی فردوس,70,1391,2,2220000000,31714000,2,1,0,1
دریاچه شهدای خلیج فارس,103,1400,2,2550000000,24757000,6,1,1,1
سعادت‌آباد,110,1385,2,7200000000,65455000,5,1,1,1
دریاچه شهدای خلیج فارس,130,1400,2,598000000,4600000,12,1,1,1
سهروردی,138,1370,3,4500000000,32609000,1,0,0,1
یوسف‌آباد,215,1395,3,15200000000,70698000,2,1,1,1
پونک,95,1400,2,5415000000,57000000,3,1,1,1
پاسداران,110,1385,2,6360000000,57818000,1,1,1,1
جنت‌آباد جنوبی,76,1386,2,2450000000,32237000,2,1,1,1
شهرک غرب,102,1380,2,7600000000,74510000,4,1,1,1
پردیس,57,1390,1,400000000,7018000,0,0,0,1
قیطریه,80,1400,2,6500000000,81250000,4,1,1,1
شهر ری - علائین,60,1385,2,810000000,13500000,0,1,0,1
فرمانیه,165,1400,3,21600000000,130909000,6,1,1,1
پونک,80,1394,2,4300000000,53750000,3,1,1,1
جردن,135,1381,2,7200000000,53333000,4,1,1,1
سعادت‌آباد,119,1382,3,6664000000,56000000,3,1,1,1
شکوفه,42,1380,1,1055000000,25119000,0,1,1,1
جیحون,64,1397,2,1370000000,21406000,1,1,0,1
بومهن,73,1394,1,350000000,4795000,3,0,0,0
قیطریه,160,1398,3,14500000000,90625000,2,1,1,1
جنت‌آباد شمالی,115,1399,3,5300000000,46087000,4,1,1,1
کوی فردوس,80,1381,2,2600000000,32500000,2,1,1,1
پونک,68,1390,1,3400000000,50000000,4,1,1,1
شهر زیبا,64,1397,1,2340000000,36562000,6,1,1,1
فیروزکوه,62,1400,1,434000000,7000000,1,1,0,1
قیطریه,130,1385,2,7700000000,59231000,5,1,1,1
طرشت,59,1394,2,2150000000,36441000,4,1,1,1
ستارخان,175,1400,3,8930000000,51029000,2,1,1,1
نارمک,72,1391,2,3200000000,44444000,5,1,1,1
سلسبیل,63,1385,2,1250000000,19841000,1,0,0,1
میرداماد,95,1384,2,5350000000,56316000,3,1,1,1
جنت‌آباد مرکزی,85,1400,2,4350000000,51176000,6,1,1,1
سعادت‌آباد,143,1380,3,9600000000,67133000,5,1,1,1
سعادت‌آباد,72,1387,2,4100000000,56944000,3,1,1,1
نیلوفر,82,1388,2,4700000000,57317000,3,1,1,1
شهران شمالی,67,1396,1,2540000000,37910000,3,1,1,1
بهار,95,1375,3,2850000000,30000000,2,0,1,1
دریاچه شهدای خلیج فارس,101,1400,2,3130000000,30990000,13,1,1,1
پردیس,90,1400,2,725000000,8056000,7,1,1,1
کن,83,1398,2,1250000000,15060000,3,1,0,1
پرند,75,1398,1,400000000,5333000,2,1,0,1
سعادت‌آباد,133,1386,3,7990000000,60075000,5,1,1,1
شمس‌آباد,78,1390,2,2750000000,35256000,5,1,0,1
شهرک نفت (منطقه ),110,1400,2,3700000000,33636000,4,1,1,1
یوسف‌آباد,165,1396,3,9000000000,54545000,1,1,1,1
سعادت‌آباد,68,1385,1,4420000000,65000000,3,1,1,1
دریا,135,1385,3,6000000000,44444000,1,1,0,1
بازار,68,1390,2,750000000,11029000,3,0,0,0
دریان‌نو,120,1395,3,6050000000,50417000,1,1,1,1
شکوفه,48,1383,1,925000000,19271000,0,0,0,1
سلسبیل,70,1389,2,1100000000,15714000,4,0,1,1
پونک,70,1388,2,2200000000,31429000,2,0,0,1
دروس,126,1390,3,10710000000,85000000,2,1,1,1
کوی فردوس,76,1382,2,2000000000,26316000,3,0,0,1
کوی فردوس,55,1380,2,1900000000,34545000,1,0,1,1
اندیشه,75,1397,2,1012500000,13500000,3,0,1,1
نیاوران,270,1399,3,32000000000,118519000,12,1,1,1
پرند,75,1400,2,354000000,4720000,5,0,0,0
خواجه نصیر طوسی,81,1390,2,2300000000,28395000,4,1,1,1
فرمانیه,175,1395,3,13000000000,74286000,5,1,1,1
قلهک,76,1385,2,3800000000,50000000,2,1,1,1
شهران جنوبی,47,1383,1,1450000000,30851000,1,0,1,1
نیاوران,200,1399,3,18000000000,90000000,6,1,1,1
سازمان برنامه,150,1389,3,6000000000,40000000,2,1,1,1
جنت‌آباد جنوبی,85,1383,2,2850000000,33529000,4,1,1,1
شهر ری - تقی‌آباد,63,1385,2,700000000,11111000,8,1,0,0
هروی,85,1400,2,4675000000,55000000,4,1,1,1
شهرک ژاندارمری,88,1400,2,5450000000,61932000,1,1,1,1
